Magazine,Number of contribution in magazine,Contributor: Last name / first name,Pseudonym / abbreviation used,Source of contributor data,Sex,Country of Origin,Year of Birth,Year of Death,Age at contribution,Title of contribution,Issue number,Original issue date,Calculable issue date,Type of contribution: comparable,Language,Dedication,Translator,Original language
La Habana Literaria,147,Anonymous,,n.I.,NA,NA,NA,NA,NA,Las casas habaneras,8,30.12.1891,1891-12-30,Image,n.I.,,,
La Habana Literaria,148,Anonymous,,n.I.,NA,NA,NA,NA,NA,Las casas habaneras,8,30.12.1891,1891-12-30,Image,n.I.,,,
La Habana Literaria,149,"Cuadro, B.",,First search unsuccessful,NA,NA,NA,NA,NA,Los artistas y ciertos públicos,8,30.12.1891,1891-12-30,Non-fictional Prose,Spanish,,,
La Habana Literaria,150,"Casal, Julián del",,http://viaf.org/viaf/24758421,M,Cuba,1863,1893,28,Sueño de gloria. Apoteósis de Gustavo Moreau,8,30.12.1891,1891-12-30,Lyricism,Spanish,,,
La Habana Literaria,151,Editorial department,,n.I.,NA,NA,NA,NA,NA,Los restos del Padre Varela,8,30.12.1891,1891-12-30,Non-fictional Prose,Spanish,,,
La Habana Literaria,152,"Rodríguez, José Ignacio",,http://viaf.org/viaf/16482799,M,Cuba,1831,1907,60,Una carta,8,30.12.1891,1891-12-30,Non-fictional Prose,Spanish,,,
La Habana Literaria,153,Anonymous,,n.I.,NA,NA,NA,NA,NA,José Ignacio Rodriguez,8,30.12.1891,1891-12-30,Image,n.I.,,,
La Habana Literaria,154,"Hernández, Pablo",,http://viaf.org/viaf/93117134,M,NA,1852,1921,39,¡Siempre!,8,30.12.1891,1891-12-30,Lyricism,Spanish,,,
Revista Azul,1,"Gutiérrez Nájera, Manuel",El Duque Job,http://viaf.org/viaf/27095815,M,Mexico,1859,1895,35,Al pie de la escalera,1,06.05.1894,1894-05-06,Non-fictional Prose,Spanish,,,NA
Revista Azul,2,"Díaz Dufóo, Carlos",,http://viaf.org/viaf/48832417,M,Mexico,1861,1941,33,Quince años de clown,1,06.05.1894,1894-05-06,Non-fictional Prose,Spanish,Mr. Orrin,,NA
Revista Azul,3,"Urbina, Luis G.",,http://viaf.org/viaf/44335205,M,Mexico,1864,1934,30,Tardes opacas,1,06.05.1894,1894-05-06,Fictional Prose,Spanish,,,NA
Revista Azul,4,"Tablada, José Juan",,http://viaf.org/viaf/51792179,M,Mexico,1871,1945,23,"Del ""florilegio""",1,06.05.1894,1894-05-06,Lyricism,Spanish,,,NA
Revista Azul,5,"Dávalos, Balbino",,http://viaf.org/viaf/18901900,M,Mexico,1866,1951,28,Augural,1,06.05.1894,1894-05-06,Lyricism,Spanish,,,NA
Revista Azul,6,"Urueta, Jesús",,http://viaf.org/viaf/29110385,M,Mexico,1868,1920,26,Del caballete: Indolente. La ofrenda. La carreta. Bocaccio. Luna,1,06.05.1894,1894-05-06,Non-fictional Prose,Spanish,"Urbina, Luis G.",,NA
Revista Azul,7a,"Goncourt, Edmond de",,http://viaf.org/viaf/54142921,M,France,1822,1896,72,No title,1,06.05.1894,1894-05-06,Non-fictional Prose,Spanish,,,NA
Revista Azul,7b,"Goncourt, Jules de",,http://viaf.org/viaf/83990961,M,France,1830,1870,deceased,No title,1,06.05.1894,1894-05-06,Non-fictional Prose,Spanish,,,NA
Revista Azul,8,"Gutiérrez Nájera, Manuel",,http://viaf.org/viaf/27095815,M,Mexico,1859,1895,35,Non omnis moriar,1,06.05.1894,1894-05-06,Lyricism,Spanish,,,NA
Revista Azul,9,"Campo, Ángel de",Micrós,http://viaf.org/viaf/71478091,M,Mexico,1868,1908,26,Una tarde de nostalgia,1,06.05.1894,1894-05-06,Non-fictional Prose,Spanish,"Urbina, Luis G.",,NA
Revista Azul,10,"Campoamor, Ramón de",,http://viaf.org/viaf/2542317,M,Spain,1817,1901,77,Lo último de Campoamor: Cabeza y corazón. Humoradas,1,06.05.1894,1894-05-06,Lyricism,Spanish,,,NA
Revista Azul,11,"Gamboa, Federico",,http://viaf.org/viaf/61671056,M,Mexico,1864,1939,30,De mi diario íntimo,1,06.05.1894,1894-05-06,Non-fictional Prose,Spanish,,,NA
Revista Azul,12,"Díaz Dufóo, Carlos",Petit Bleu,http://viaf.org/viaf/48832417,M,Mexico,1861,1941,33,Azul palido,1,06.05.1894,1894-05-06,Non-fictional Prose,Spanish,,,NA
Revista Azul,13,"Gutiérrez Nájera, Manuel",,http://viaf.org/viaf/27095815,M,Mexico,1859,1895,35,El vestido blanco,2,13.05.1894,1894-05-13,Non-fictional Prose,Spanish,,,NA
Revista Azul,14,"Pagaza, Joaquín Arcadio",,http://viaf.org/viaf/49283950,M,Mexico,1839,1918,55,"Sonetos (de los ""Mumurios de la selva""): En la noche. Al amanecer",2,13.05.1894,1894-05-13,Lyricism,Spanish,,,NA
Revista Azul,15,"Urbina, Luis G.",,http://viaf.org/viaf/44335205,M,Mexico,1864,1934,30,Caprichos. Ve a la escuela,2,13.05.1894,1894-05-13,Non-fictional Prose,Spanish,,,NA
Revista Azul,16,"Taine, Hippolyte",,http://viaf.org/viaf/2477374,M,France,1828,1893,deceased,No title,2,13.05.1894,1894-05-13,Non-fictional Prose,Spanish,,,NA
Revista Azul,17,"Daudet, Alphonse",,http://viaf.org/viaf/4928621,M,France,1840,1897,54,El abanderado,2,13.05.1894,1894-05-13,Non-fictional Prose,Spanish,,"Gómez Carrillo, Enrique",NA
Revista Azul,18a,"Goncourt, Edmond de",,http://viaf.org/viaf/54142921,M,France,1822,1896,72,No title,2,13.05.1894,1894-05-13,Non-fictional Prose,Spanish,,,NA
Revista Azul,18b,"Goncourt, Jules de",,http://viaf.org/viaf/83990961,M,France,1830,1870,deceased,No title,2,13.05.1894,1894-05-13,Non-fictional Prose,Spanish,,,NA
Revista Azul,19,"Flores, Manuel María",,http://viaf.org/viaf/23703570,M,Mexico,1840,1885,deceased,Álbum de viaje. Hojas sueltas. Venecia de noche,2,13.05.1894,1894-05-13,Non-fictional Prose,Spanish,,,NA
Revista Azul,20,"Gutiérrez Nájera, Manuel",,http://viaf.org/viaf/27095815,M,Mexico,1859,1895,35,A Vicente Riva Palacio. Poeta-General-Ministro,2,13.05.1894,1894-05-13,Lyricism,Spanish,,,NA
Revista Azul,21,"Díaz Dufóo, Carlos",,http://viaf.org/viaf/48832417,M,Mexico,1861,1941,33,La pereza. Himno en prosa,2,13.05.1894,1894-05-13,Lyricism,Spanish,,,NA
Revista Azul,22,"Balart, Federico",,http://viaf.org/viaf/56173138,M,Spain,1831,1905,63,Recuerdo,2,13.05.1894,1894-05-13,Lyricism,Spanish,,,NA
Revista Azul,23,"Heredia, José-Maria de",,http://viaf.org/viaf/95187284,M,France,1842,1905,52,Suivant Pétrarque,2,13.05.1894,1894-05-13,Lyricism,French,,,NA
Revista Azul,24,"Campo, Ángel de",Micrós,http://viaf.org/viaf/71478091,M,Mexico,1868,1908,26,Cartones: Japonería. Al pasar,2,13.05.1894,1894-05-13,Non-fictional Prose,Spanish,,,NA
Revista Azul,25,"Díaz Dufóo, Carlos",Petit Bleu,http://viaf.org/viaf/48832417,M,Mexico,1861,1941,33,Azul palido,2,13.05.1894,1894-05-13,Non-fictional Prose,Spanish,,,NA
Revista Azul,26,"Gutiérrez Nájera, Manuel",,http://viaf.org/viaf/27095815,M,Mexico,1859,1895,35,"Pérez Galdós, autor dramático",3,20.05.1894,1894-05-20,Non-fictional Prose,Spanish,,,NA
Revista Azul,27,"Díaz Dufóo, Carlos",,http://viaf.org/viaf/48832417,M,Mexico,1861,1941,33,Catalepsia,3,20.05.1894,1894-05-20,Non-fictional Prose,Spanish,,,NA
Revista Azul,28,"Musset, Alfred de",,http://viaf.org/viaf/54151927,M,France,1810,1857,deceased,No title,3,20.05.1894,1894-05-20,Non-fictional Prose,Spanish,,,NA
Revista Azul,29,"Bustillos, José María",,http://www.elem.mx/autor/datos/2920,M,Mexico,1866,1899,28,Nocturno de Estio (fragmentos),3,20.05.1894,1894-05-20,Lyricism,Spanish,"Urbina, Luis G.",,NA
Revista Azul,30,"Flores, Manuel María",,http://viaf.org/viaf/23703570,M,Mexico,1840,1885,deceased,Álbum de viaje. Hojas sueltas. Venecia de día,3,20.05.1894,1894-05-20,Non-fictional Prose,Spanish,,,NA
Revista Azul,31,"Prévost, Marcel",,http://viaf.org/viaf/68938611,M,France,1862,1941,32,Nuevas cartas de mujeres,3,20.05.1894,1894-05-20,Fictional Prose,Spanish,,,NA
Revista Azul,32,"Gamboa, Federico",,http://viaf.org/viaf/61671056,M,Mexico,1864,1939,30,"Una escena de ""La última campaña""",3,20.05.1894,1894-05-20,Drama,Spanish,,,NA
Revista Azul,33,"Campo, Ángel de",Micrós,http://viaf.org/viaf/71478091,M,Mexico,1868,1908,26,Naturalezas muertas: Antes. Después,3,20.05.1894,1894-05-20,Non-fictional Prose,Spanish,,,NA
Revista Azul,34,"Tablada, José Juan",,http://viaf.org/viaf/51792179,M,Mexico,1871,1945,23,Sonetos. La poseída,3,20.05.1894,1894-05-20,Lyricism,Spanish,,,NA
Revista Azul,35,"Zayas Enríquez, Rafael de",,http://viaf.org/viaf/66327123,M,Mexico,1848,1932,46,Sonetos. Estio,3,20.05.1894,1894-05-20,Lyricism,Spanish,,,NA
Revista Azul,36,"Urbina, Luis G.",,http://viaf.org/viaf/44335205,M,Mexico,1864,1934,30,Caprichos. Almas solas y casas vacías,3,20.05.1894,1894-05-20,Fictional Prose,Spanish,,,NA
Revista Azul,37,"Banville, Théodore de",,http://viaf.org/viaf/19673643,M,France,1823,1891,deceased,Baudelaire,3,20.05.1894,1894-05-20,Review,Spanish,,,NA
Revista Azul,38,"Taine, Hippolyte",,http://viaf.org/viaf/2477374,M,France,1828,1893,deceased,No title,3,20.05.1894,1894-05-20,Fictional Prose,Spanish,,,NA
Revista Azul,39,"Díaz Dufóo, Carlos",Petit Bleu,http://viaf.org/viaf/48832417,M,Mexico,1861,1941,33,Azul palido,3,20.05.1894,1894-05-20,Non-fictional Prose,Spanish,,,NA
Revista Azul,40,"Gutiérrez Nájera, Manuel",,http://viaf.org/viaf/27095815,M,Mexico,1859,1895,35,Gloria,4,27.05.1894,1894-05-27,Non-fictional Prose,Spanish,"Sierra, Justo",,NA
Revista Azul,41,"Urueta, Jesús",,http://viaf.org/viaf/29110385,M,Mexico,1868,1920,26,Dura ley,4,27.05.1894,1894-05-27,Non-fictional Prose,Spanish,,,NA
Revista Azul,42,"Déroulède, Paul",,http://viaf.org/viaf/61560338,M,France,1846,1914,48,Chanson. Chants du Paysan,4,27.05.1894,1894-05-27,Lyricism,French,,,NA
Revista Azul,43,"Díaz Dufóo, Carlos",,http://viaf.org/viaf/48832417,M,Mexico,1861,1941,33,Leyendo a Tolstoi,4,27.05.1894,1894-05-27,Review,Spanish,,,NA
Revista Azul,44,"Richepin, Jean",,http://viaf.org/viaf/64087745,M,Algeria,1849,1926,45,La obra maestra del crimen,4,27.05.1894,1894-05-27,Fictional Prose,Spanish,,,NA
Revista Azul,45,"Musset, Alfred de",,http://viaf.org/viaf/54151927,M,France,1810,1857,deceased,No title,4,27.05.1894,1894-05-27,Non-fictional Prose,Spanish,,,NA
Revista Azul,46,"Peza, Juan de Dios",,http://viaf.org/viaf/29553746,M,Mexico,1852,1910,42,En la muerte de la Sra. Margarita del Collado de Alvear,4,27.05.1894,1894-05-27,Lyricism,Spanish,,,NA
Revista Azul,47,"Urbina, Luis G.",Daniel Eyssette,http://viaf.org/viaf/44335205,M,Mexico,1864,1934,30,Caprichos. Nidos y sueños,4,27.05.1894,1894-05-27,Fictional Prose,Spanish,,,NA
Revista Azul,48,"Taine, Hippolyte",,http://viaf.org/viaf/2477374,M,France,1828,1893,deceased,No title,4,27.05.1894,1894-05-27,Fictional Prose,Spanish,,,NA
Revista Azul,49,"Castelar, Emilio",,http://viaf.org/viaf/27085279,M,Spain,1832,1899,62,El festín de Claudio (de un libro de Castelar),4,27.05.1894,1894-05-27,Lyricism,Spanish,"Pérez Rubio, Enrique","Valenzuela, Jesús E.",NA
Revista Azul,50,"Dávalos, Balbino",,http://viaf.org/viaf/18901900,M,Mexico,1866,1951,28,Fragmento,4,27.05.1894,1894-05-27,Lyricism,Spanish,,,NA
Revista Azul,51,"Díaz Dufóo, Carlos",Petit Bleu,http://viaf.org/viaf/48832417,M,Mexico,1861,1941,33,Azul palido,4,27.05.1894,1894-05-27,Non-fictional Prose,Spanish,,,NA
Revista Azul,52,"Gutiérrez Nájera, Manuel",,http://viaf.org/viaf/27095815,M,Mexico,1859,1895,35,"Pérez Galdós, autor dramático II",5,03.06.1894,1894-06-03,Non-fictional Prose,Spanish,,,NA
Revista Azul,53a,"Goncourt, Edmond de",,http://viaf.org/viaf/54142921,M,France,1822,1896,72,No title,5,03.06.1894,1894-06-03,Non-fictional Prose,Spanish,,,NA
Revista Azul,53b,"Goncourt, Jules de",,http://viaf.org/viaf/83990961,M,France,1830,1870,deceased,No title,5,03.06.1894,1894-06-03,Non-fictional Prose,Spanish,,,NA
Revista Azul,54,"Uhrbach, Carlos Pío",,http://viaf.org/viaf/3866149368839685980006,M,Cuba,1872,1897,22,Primavera,5,03.06.1894,1894-06-03,Lyricism,Spanish,,,NA
Revista Azul,55,"Delgado, Juan B.",,http://viaf.org/viaf/2378896,M,Mexico,1868,1929,26,Al amanecer (en la sierra),5,03.06.1894,1894-06-03,Lyricism,Spanish,"Gutiérrez Nájera, Manuel",,NA
Revista Azul,56,"Díaz Dufóo, Carlos",,http://viaf.org/viaf/48832417,M,Mexico,1861,1941,33,El primer esclavo,5,03.06.1894,1894-06-03,Fictional Prose,Spanish,,,NA
Revista Azul,57,"Gutiérrez Nájera, Manuel",,http://viaf.org/viaf/27095815,M,Mexico,1859,1895,35,Salmo de vida,5,03.06.1894,1894-06-03,Lyricism,Spanish,"Mercado, Luisa",,NA
Revista Azul,58,"Richepin, Jean",,http://viaf.org/viaf/64087745,M,Algeria,1849,1926,45,La obra maestra del crimen (concluye.),5,03.06.1894,1894-06-03,Fictional Prose,Spanish,,,NA
Revista Azul,59,"Trejo, Joaquín",,First search unsuccessful,M,NA,NA,NA,NA,Ella (versión libre del italiano),5,03.06.1894,1894-06-03,Lyricism,Spanish,"Ojeda Verduzco, Ignacio",,NA
Revista Azul,60,"Bourget, Paul",,http://viaf.org/viaf/29530799,M,France,1852,1935,42,No title,5,03.06.1894,1894-06-03,Non-fictional Prose,Spanish,,,NA
Revista Azul,61,"Gautier, Théophile",,http://viaf.org/viaf/96428598,M,France,1811,1872,deceased,El festín de las armaduras (versión literal de N. Bolet Peraza.),5,03.06.1894,1894-06-03,Fictional Prose,Spanish,,"Bolet Peraza, Nicanor",NA
Revista Azul,62,"Díaz Dufóo, Carlos",Petit Bleu,http://viaf.org/viaf/48832417,M,Mexico,1861,1941,33,Azul palido,5,03.06.1894,1894-06-03,Non-fictional Prose,Spanish,,,NA
Revista Azul,63,"Gutiérrez Nájera, Manuel",El Duque Job,http://viaf.org/viaf/27095815,M,Mexico,1859,1895,35,Viendo volar golondrinas,6,10.06.1894,1894-06-10,Non-fictional Prose,Spanish,,,NA
Revista Azul,64,"Musset, Alfred de",,http://viaf.org/viaf/54151927,M,France,1810,1857,deceased,No title,6,10.06.1894,1894-06-10,Non-fictional Prose,Spanish,,,NA
Revista Azul,65,"Olaguíbel, Francisco M. de",,http://viaf.org/viaf/45655975,M,Mexico,1874,1924,20,Primavera,6,10.06.1894,1894-06-10,Lyricism,Spanish,,,NA
Revista Azul,66,"Díaz Dufóo, Carlos",,http://viaf.org/viaf/48832417,M,Mexico,1861,1941,33,Degenerescencia,6,10.06.1894,1894-06-10,Review,Spanish,"Flores, Manuel María",,NA
Revista Azul,67,"Rueda, Salvador",,http://viaf.org/viaf/17371849,M,Spain,1857,1933,37,El mantón de manila,6,10.06.1894,1894-06-10,Lyricism,Spanish,,,NA
Revista Azul,68,"Taine, Hippolyte",,http://viaf.org/viaf/2477374,M,France,1828,1893,deceased,No title,6,10.06.1894,1894-06-10,Fictional Prose,Spanish,,,NA
Revista Azul,69,"Fernández Guardia, Ricardo",,http://viaf.org/viaf/72633405,M,Costa Rica,1867,1950,27,El cuarto de hora,6,10.06.1894,1894-06-10,Fictional Prose,Spanish,,,NA
Revista Azul,70,"Peón del Valle, José",,http://viaf.org/viaf/310754543,M,Mexico,1866,1924,28,¡Omnia Pulvis!,6,10.06.1894,1894-06-10,Lyricism,Spanish,,,NA
Revista Azul,71,"Campo, Ángel de",Micrós,http://viaf.org/viaf/71478091,M,Mexico,1868,1908,26,Cartones. Marcos Solana,6,10.06.1894,1894-06-10,Fictional Prose,Spanish,,,NA
Revista Azul,72,"Gonzaga Ortiz, Luis",,http://viaf.org/viaf/88148207980900342839,M,Mexico,1832,1894,deceased,Últimos versos de Luis Gonzaga Ortiz. En el álbum de la Srita. Carlota Rodríguez,6,10.06.1894,1894-06-10,Lyricism,Spanish,,,NA
Revista Azul,73,"Balzac, Honoré de",,http://viaf.org/viaf/29529595,M,France,1799,1850,deceased,No title,6,10.06.1894,1894-06-10,Non-fictional Prose,Spanish,,,NA
Revista Azul,74,"Bourget, Paul",,http://viaf.org/viaf/29530799,M,France,1852,1935,42,No title,6,10.06.1894,1894-06-10,Non-fictional Prose,Spanish,,,NA
Revista Azul,75,"Zola, Émile",,http://viaf.org/viaf/32004502,M,France,1840,1902,54,Jorge Sand,6,10.06.1894,1894-06-10,Review,Spanish,,,NA
Revista Azul,76,"Leconte de Lisle, Charles-Marie",,http://viaf.org/viaf/64008239,M,France,1818,1894,deceased,Les yeux d'or de la nuit,6,10.06.1894,1894-06-10,Lyricism,French,,,NA
Revista Azul,77,Anonymous,,n.I.,NA,NA,NA,NA,NA,Impresiones literarias. Adan y Eva,6,10.06.1894,1894-06-10,Review,Spanish,,,NA
Revista Azul,78,"Díaz Dufóo, Carlos",Petit Bleu,http://viaf.org/viaf/48832417,M,Mexico,1861,1941,33,Azul palido,6,10.06.1894,1894-06-10,Non-fictional Prose,Spanish,,,NA
Revista Azul,79,"Gutiérrez Nájera, Manuel",El Duque Job,http://viaf.org/viaf/27095815,M,Mexico,1859,1895,35,"El bautismo de la ""Revista Azul""",7,17.06.1894,1894-06-17,Non-fictional Prose,Spanish,,,NA
Revista Azul,80,"Bourget, Paul",,http://viaf.org/viaf/29530799,M,France,1852,1935,42,No title,7,17.06.1894,1894-06-17,Non-fictional Prose,Spanish,,,NA
Revista Azul,81,"Tablada, José Juan",,http://viaf.org/viaf/51792179,M,Mexico,1871,1945,23,Onix,7,17.06.1894,1894-06-17,Lyricism,Spanish,"Urbina, Luis G.",,NA
Revista Azul,82,"Díaz Dufóo, Carlos",,http://viaf.org/viaf/48832417,M,Mexico,1861,1941,33,Salammbo,7,17.06.1894,1894-06-17,Review,Spanish,"Pérez Rubio, Enrique",,NA
Revista Azul,83,"Scholl, Aurélien",,http://viaf.org/viaf/7430957,M,France,1833,1902,61,La lectura de la historia,7,17.06.1894,1894-06-17,Drama,Spanish,,,NA
Revista Azul,84,"Casal, Julián del",,http://viaf.org/viaf/24758421,M,Cuba,1863,1893,deceased,Cromos españoles: Una maja. Un torero,7,17.06.1894,1894-06-17,Lyricism,Spanish,,,NA
Revista Azul,85,"Taine, Hippolyte",,http://viaf.org/viaf/2477374,M,France,1828,1893,deceased,No title,7,17.06.1894,1894-06-17,Non-fictional Prose,Spanish,,,NA
Revista Azul,86,"Castillón, J. A.",,n.I.,NA,NA,NA,NA,NA,¡El campanero!......,7,17.06.1894,1894-06-17,Fictional Prose,Spanish,,,NA
Revista Azul,87a,"Goncourt, Edmond de",,http://viaf.org/viaf/54142921,M,France,1822,1896,72,No title,7,17.06.1894,1894-06-17,Non-fictional Prose,Spanish,,,NA
Revista Azul,87b,"Goncourt, Jules de",,http://viaf.org/viaf/83990961,M,France,1830,1870,deceased,No title,7,17.06.1894,1894-06-17,Non-fictional Prose,Spanish,,,NA
Revista Azul,88,"Ortega Munilla, José",,http://viaf.org/viaf/42728255,M,Spain,1856,1922,38,Acuarelas. Llueve,7,17.06.1894,1894-06-17,Fictional Prose,Spanish,,,NA
Revista Azul,89,"Urueta, Jesús",,http://viaf.org/viaf/29110385,M,Mexico,1868,1920,26,Viñetas: Colibrí. Cantarida.,7,17.06.1894,1894-06-17,Fictional Prose,Spanish,,,NA
Revista Azul,90,"Urbina, Luis G.",,http://viaf.org/viaf/44335205,M,Mexico,1864,1934,30,Notas de arte. Mirtos y Margaritas. Poesías de Enrique Fernández Granados,7,17.06.1894,1894-06-17,Non-fictional Prose,Spanish,,,NA
Revista Azul,91,"Díaz Dufóo, Carlos",Petit Bleu,http://viaf.org/viaf/48832417,M,Mexico,1861,1941,33,Azul palido,7,17.06.1894,1894-06-17,Non-fictional Prose,Spanish,,,NA
Revista Azul,92,"Gutiérrez Nájera, Manuel",El Duque Job,http://viaf.org/viaf/27095815,M,Mexico,1859,1895,35,La redoma encantada,8,24.06.1894,1894-06-24,Non-fictional Prose,Spanish,,,NA
Revista Azul,93,"Bourget, Paul",,http://viaf.org/viaf/29530799,M,France,1852,1935,42,No title,8,24.06.1894,1894-06-24,Non-fictional Prose,Spanish,,,NA
Revista Azul,94,"Heredia, José-Maria de",,http://viaf.org/viaf/95187284,M,France,1842,1905,52,"De los ""Trofeos"": Los conquistadores. En las montañas divinas. Banco de coral",8,24.06.1894,1894-06-24,Lyricism,Spanish,,"Sierra, Justo",NA
Revista Azul,95,"Díaz Dufóo, Carlos",,http://viaf.org/viaf/48832417,M,Mexico,1861,1941,33,Esbozo. El sainete español,8,24.06.1894,1894-06-24,Review,Spanish,,,NA
Revista Azul,96,"Carrillo, E. G.",,n.I.,NA,NA,NA,NA,NA,Cuentos escogidos. La escalera,8,24.06.1894,1894-06-24,Non-fictional Prose,Spanish,,,NA
Revista Azul,97,"Courteline, Georges",,http://viaf.org/viaf/100266752,M,France,1858,1929,36,Cuentos escogidos. La escalera,8,24.06.1894,1894-06-24,Fictional Prose,Spanish,,,NA
Revista Azul,98,"Urueta, Jesús",,http://viaf.org/viaf/29110385,M,Mexico,1868,1920,26,Nupcias místicas. Al espíritu de ella (manuscrito de José Rejil.),8,24.06.1894,1894-06-24,Fictional Prose,Spanish,,,NA
Revista Azul,99,"Tablada, José Juan",,http://viaf.org/viaf/51792179,M,Mexico,1871,1945,23,"El despertar de la ""musme"". (Acuarela de ""Kunisada."")",8,24.06.1894,1894-06-24,Fictional Prose,Spanish,"Urueta, Jesús",,NA
Revista Azul,100,"Echegaray, José",,http://viaf.org/viaf/79077383,M,Spain,1832,1916,62,El naturalismo. La belleza,8,24.06.1894,1894-06-24,Non-fictional Prose,Spanish,,,NA
Revista Azul,101,"Campo, Ángel de",Micrós,http://viaf.org/viaf/71478091,M,Mexico,1868,1908,26,Romana,8,24.06.1894,1894-06-24,Non-fictional Prose,Spanish,"Cañas, Leobaldito",,NA
Revista Azul,102,"Gutiérrez Nájera, Manuel",,http://viaf.org/viaf/27095815,M,Mexico,1859,1895,35,José María de Heredia.– Justo Sierra,8,24.06.1894,1894-06-24,Review,Spanish,,,NA
Revista Azul,103,"Urbina, Luis G.",,http://viaf.org/viaf/44335205,M,Mexico,1864,1934,30,Hojas de álbum,8,24.06.1894,1894-06-24,Lyricism,Spanish,,,NA
Revista Azul,104,"Fernández Granados, Enrique",,http://viaf.org/viaf/86989738,M,Mexico,1867,1920,27,Rosas y perlas de Luis Gonzaga Ortiz,8,24.06.1894,1894-06-24,Non-fictional Prose,Spanish,,,NA
Revista Azul,105,"Gonzaga Ortiz, Luis",,http://viaf.org/viaf/88148207980900342839,M,Mexico,1832,1894,deceased,Las golondrinas. Ausencia. Mi fuente. La última golondrina,8,24.06.1894,1894-06-24,Lyricism,Spanish,,,NA
Revista Azul,106,"Díaz Dufóo, Carlos",Petit Bleu,http://viaf.org/viaf/48832417,M,Mexico,1861,1941,33,Azul palido,8,24.06.1894,1894-06-24,Non-fictional Prose,Spanish,,,NA
Revista Azul,107,"Coppée, François",,http://viaf.org/viaf/46759181,M,France,1842,1908,52,No title,8,24.06.1894,1894-06-24,Non-fictional Prose,Spanish,,,NA
Revista Azul,108,"Gutiérrez Nájera, Manuel",El Duque Job,http://viaf.org/viaf/27095815,M,Mexico,1859,1895,35,La muerte de Sadi Carnot,9,01.07.1894,1894-07-01,Non-fictional Prose,Spanish,,,NA
Revista Azul,109,"Heredia, José-Maria de",,http://viaf.org/viaf/95187284,M,France,1842,1905,52,"De los ""Trofeos"": Pleamar. La muerte del águila",9,01.07.1894,1894-07-01,Lyricism,Spanish,,"Sierra, Justo",NA
Revista Azul,110,"Díaz Dufóo, Carlos",,http://viaf.org/viaf/48832417,M,Mexico,1861,1941,33,Amor que mata,9,01.07.1894,1894-07-01,Non-fictional Prose,Spanish,,,NA
Revista Azul,111,"Musset, Alfred de",,http://viaf.org/viaf/54151927,M,France,1810,1857,deceased,"María. Fragmento de ""Rolla""",9,01.07.1894,1894-07-01,Lyricism,Spanish,,"Rabasa, Emilio",NA
Revista Azul,112,"Zárate, Eduardo E.",,http://www.elem.mx/autor/datos/3272,M,Mexico,1853,1913,41,El príncipe indio,9,01.07.1894,1894-07-01,Fictional Prose,Spanish,"Flores, Manuel María",,NA
Revista Azul,113,"Loti, Pierre",,http://viaf.org/viaf/89440078,M,France,1850,1923,44,El sultán de Marruecos,9,01.07.1894,1894-07-01,Non-fictional Prose,Spanish,,,NA
Revista Azul,114,"García Cisneros, Francisco",,https://www.ecured.cu/Francisco_Garc%C3%ADa_Cisneros,M,Cuba,1877,NA,17,Flor del boulevard,9,01.07.1894,1894-07-01,Non-fictional Prose,Spanish,"""Revista Azul""",,NA
